"Date","Time (GMT)","Wind Speed (kn)","Wind Dir (deg)","Wind Gust (kn)","Air Temp (°F)","Baro (mb)","Humidity (%)","Visibility (nm)"
"2012/10/29","22:00","35.18","76","50.54","62.2","961.7","-","-"
"2012/10/29","22:06","37.13","79","53.65","61.9","961.5","-","-"
"2012/10/29","22:12","36.16","79","52.68","61.7","961","-","-"
"2012/10/29","22:18","38.1","78","54.04","61.3","961.4","-","-"
"2012/10/29","22:24","35.38","81","56.18","61.2","961","-","-"
"2012/10/29","22:30","36.35","81","53.65","61","961.2","-","-"
"2012/10/29","22:36","34.21","87","47.43","60.8","961.4","-","-"
"2012/10/29","22:42","35.96","89","59.87","61","961.5","-","-"
"2012/10/29","22:48","37.13","95","55.59","61","961.5","-","-"
"2012/10/29","22:54","35.57","92","49.96","61","961.9","-","-"
"2012/10/29","23:00","29.94","99","40.43","60.6","962.2","-","-"
"2012/10/29","23:06","34.21","96","50.54","60.6","962.8","-","-"
"2012/10/29","23:12","36.54","102","47.82","60.8","962.8","-","-"
"2012/10/29","23:18","31.3","100","42.57","60.3","963.5","-","-"
"2012/10/29","23:24","35.77","102","53.65","60.1","964.7","-","-"
"2012/10/29","23:30","38.1","104","54.04","59.7","964.1","-","-"
"2012/10/29","23:36","36.74","104","52.68","59.7","964.3","-","-"
